CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
2950448;2800302950448;28;280030;;CLINICA CORREA LEITE ARACAJU LTDA;CLINICA CORREA LEITE ARACAJU;;;M;;;M ;MUNICIPAL;4;36;49010000;RUA LARANJEIRAS;422;CENTRO;16 91620714;-10.911212001;-37.0521003333;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31245634000138.0;contabil@vmkholding.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2953676;2802902953676;28;280290;;LABORATORIO PEIXOTO LTDA;LABORATORIO PEIXOTO;;;M;;;M ;MUNICIPAL;2;39;49503105;PEDRO DINIZ GONCALVES;741;SERRANO;79 99241758;-10.694736;-37.429447;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;43526653000111.0;juliananp.jhp@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2957795;2800302957795;28;280030;;ERICO ARTUR DA SILVA LEITE;ERICO ARTUR DA SILVA LEITE;;;M;;;M ;MUNICIPAL;4;22;49015380;AVENIDA AUGUSTO MAYNARD;157;BAIRRO SAO JOSE;;-10.9244936012;-37.045852564;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ericoartur_se@hotmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2962217;2801602962217;28;280160;13117601000120.0;FUNDO MUNICIPAL DE SAUDE DE CEDRO DE SAO JOAO;AMBULATORIO MUNICIPAL DE DOENCAS CRONICAS;;;M;;;M ;MUNICIPAL;4;22;49930000;PRACA JONAS TRINDADE;190;CENTRO;;-10.249536;-36.883333;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2962292;2801602962292;28;280160;13117601000120.0;FUNDO MUNICIPAL DE SAUDE DE CEDRO DE SAO JOAO;POSTO DE SAUDE DO SAO SEBASTIAO;;;M;;;M ;MUNICIPAL;4;1;49930000;RUA PREFEITO EUCLIDES NUNES;S/N;SAO SEBASTIAO;;-10.253573;-36.887832;1.0;ATENDIMENTO SOMENTE PELA MANHA;;cedrodesaojoao.saude@yhaoo.com;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2962314;2801602962314;28;280160;13117601000120.0;FUNDO MUNICIPAL DE SAUDE DE CEDRO DE SAO JOAO;POSTO DE SAUDE CURUIRIZEIRO REDONDO;;;M;;;M ;MUNICIPAL;4;1;49930000;PRACA DO CURUIRIZEIRO RENDONDO;S/N;CURUIRIZEIRO RENDOND;;-10.251016;-36.876609;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;cedrodesaojoao.saude@yahoo.com;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2962365;2801602962365;28;280160;13117601000120.0;FUNDO MUNICIPAL DE SAUDE DE CEDRO DE SAO JOAO;CENTRO DE ESPECIALIDADE MULTIDISCIPLINAR CEM;;;M;;;M ;MUNICIPAL;4;36;49930000;AVENIDA MANUEL DANTAS;30;CENTRO;;-10.250662;-36.882455;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;cedrodesaojoao.saude@yahoo.com;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
2962896;2800302962896;28;280030;;DEBORAH DE CARVALHO AMANCIO;DEBORAH DE CARVALHO AMANCIO;;;M;;;M ;MUNICIPAL;4;22;49025740;AV DR JOSE MACHADO DE SOUZA;220;JARDINS;;-10.9468150851;-37.0626799315;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;deborahcarvalhoamancio@hotmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2969742;2800302969742;28;280030;;SAMMY SANTANA GOMES SSG CITOLOGIA CLINICA;CITO;;;M;;;M ;MUNICIPAL;4;36;49065240;AV CORINTO LEITE;68;INDUSTRIAL;79 99782306;-10.8922196561;-37.0540632468;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;28932126000113.0;cito.se.aju@gmail.com;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2970015;2800302970015;28;280030;;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;ARACAJU HOME CARE ASSISTENCIA MEDICA DOMICILIAR LTDA;;;M;;;M ;MUNICIPAL;4;36;49020235;ANIZIO AZEVEDO;675;SALGADO FILHO;11 38972317;-10.9277015035;-37.054351091;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;7766008000536.0;juridico@homedoctor.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2970058;2800302970058;28;280030;;NUZIA MARIA OLIVEIRA SILVA;NUZIA MARIA ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;36;49026209;HELIO DE SOUZA LEAO;383;JARDINS;79 32114359;-10.9483264188;-37.0613261333;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;37498910000156.0;NUZIAMARIA@BOL.COM.BR;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2971186;2802002971186;28;280200;13108733000196.0;VIGILANGIA SANITARIA E EPIDEMIOLOGICA;UNIDADE DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA;;;M;;;M ;MUNICIPAL;3;50;49650000;RUA FASUTO CARDOSO;S/N;CENTRO;(79) 32711258;-10.677375;-37.149345;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude@divinapastora.se.gov.br;1244.0;;;;;0.0;0.0;;SIM
2976684;2802302976684;28;280230;13100102000120.0;PREFEITURA MUNICIPAL DE FREI PAULO;POSTO DE SAUDE SERRA PRETA;;;M;;;M ;MUNICIPAL;4;1;49514000;SERRA PRETA;0;RURAL;;-10.4950699192;-37.626285553;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2980568;2800302980568;28;280030;;VIP SERVICOS GINECOLOGICOS LTDA;VIP SERVICOS GINECOLOGICOS;;;M;;;M ;MUNICIPAL;4;36;49026010;MINISTRO GERALDO BARRETO SOBRAL;2131;JARDINS;79 99816786;-10.9464818;-37.062879;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;39569015000100.0;vipgineco@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2980886;2800302980886;28;280030;;CLINICA ODONTOLOGICA SILVEIRA LTDA;SH ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;36;49020170;RUA CEDRO;184;TREZE DE JULHO;79 91671222;-10.9258330708;-37.0504191026;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;35763065000173.0;cp_helcio@uol.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2980908;2800302980908;28;280030;;LUCIANA OLIVEIRA MENESES;LUCIANA OLIVEIRA MENESES;;;M;;;M ;MUNICIPAL;4;22;49015120;RUA SENADOR ROLEMBERG;562;SAO JOSE;;-10.9194153396;-37.0513228757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2980940;2803502980940;28;280350;;FERNANDA BARBOSA PEREIRA LTDA;SEMEL SERVICOS MEDICOS DE LAGARTO;;;M;;;M ;MUNICIPAL;4;4;49400000;RUA PADRE ALVARES PITANGUEIRA;208;CENTRO;;-10.914041;-37.6727576;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;44637278000140.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2982951;2800302982951;28;280030;;MEDHOME SERVICOS DE SAUDE LTDA;MEDHOME SERVICOS DE SAUDE;;;M;;;M ;MUNICIPAL;4;36;49025740;DR JOSE MACHADO DE SOUZA;120;JARDINS;92 33023268;-10.944687945;-37.0609338738;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40340866000166.0;financeiro@grupovitah.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2982986;2800302982986;28;280030;;COOPERVASC SE COOPERATIVA DOS CIRURGIOES VASCULARES DE SERGI;COOPERVASC;;;M;;;M ;MUNICIPAL;4;60;49025740;DR JOSE MACHADO DE SOUZA;220;JARDINS;79 33039726;-10.946762417;-37.062647745;;;45612179000176.0;centralcoopse@gmail.com;2143.0;;;;;0.0;0.0;;NAO
2983869;2801002983869;28;280100;;L E D C;CIMO CENTRO INTEGRADO MEDICO ODONTOLOGICO SANTA LUZIA;;;M;;;M ;MUNICIPAL;4;39;49520000;JOSE CARLOS RIBEIRO DE OLIVEIRA;65;CENTRO;79 9999171613;-10.7430922;-37.4934291;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;42711682000190.0;cimo.santa.luzia@hotmail.com;2135.0;;;;;0.0;0.0;;NAO
2985292;2800302985292;28;280030;;CARLOS ALISSON AMPARO PEREIRA;CARLOS ALISSON AMPARO PEREIRA;;;M;;;M ;MUNICIPAL;4;22;49020170;RUA CEDRO;234;SAO JOSE;79 99325422;-10.9261885024;-37.0505308352;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;carlosalisson_@hotmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2988232;2803502988232;28;280350;13124052000111.0;MUNICIPIO DE LAGARTO;EXTENSAO DO CENTRO DE FISIOTERAPIA DE LAGARTO 2;;;M;;;M ;MUNICIPAL;4;36;49408500;AV LAGARTO;653;POVOADO GENIPAPO;;-10.8833686987;-37.5175756216;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
2988577;2800302988577;28;280030;;INCLUIR TERAPIAS INTEGRADA LTDA;INCLUIR TERAPIAS INTEGRADA;;;M;;;M ;MUNICIPAL;4;36;49041020;PROF ROSA FARIA;125;INACIO BARBOSA;79 96916294;-10.9540852222;-37.0701169046;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36560666000141.0;NUNESDEMESQUITA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2990733;2800302990733;28;280030;;INSTITUTO DAVINCS LTDA;CLINICA DAVINCI;;;M;;;M ;MUNICIPAL;4;36;49025740;DR JOSE MACHADO DE SOUZA;120;JARDINS;79 99919492;-10.9448775514;-37.0610089757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;43545950000104.0;PHILLIPNIC@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2990741;2800302990741;28;280030;;KAMILLA DE ANDRADE LIMA;KAMILLA DE ANDRADE LIMA;;;M;;;M ;MUNICIPAL;4;22;49026240;AV MINISTRO BARRETO SOBRAL;2100;GRAGERU;;-10.9477366505;-37.0648791468;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;DRA.KAMILLAODONTO@GMAIL.COM;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2992949;2805002992949;28;280500;13100482000101.0;MUNICIPIO DE PEDRA MOLE;CENTRO MUNICIPAL DE FISIOTERAPIA;;;M;;;M ;MUNICIPAL;4;36;49512000;AVENIDA JOSE LAVRE;09;CENTRO;7999689261;-10.617695;-37.686514;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;sms.pedramole@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2993228;2806002993228;28;280600;13104427000181.0;PREFEITURA MUNICIPAL DE RIBEIROPOLIS;PRONTO ATENDIMENTO MARIA DA GRACA COSTA;;;M;;;M ;MUNICIPAL;4;73;49530000;RUA ANTONIO MENDONCA;S/N;CENTRO;998701981;-10.538757;-37.4413285;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;smsrib@yahoo.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2993937;2800302993937;28;280030;;CLINICA SANTA HELENA LTDA;CLINICA SANTA HELENA JARDINS;;;M;;;M ;MUNICIPAL;4;36;49026150;JOSE CARVALHO PINTO;280;JARDINS;79 32161470;-10.9399512122;-37.054382818;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13086053000208.0;contabilidade@clinicasantahelena.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2994038;2800302994038;28;280030;;CLINICA SANTA HELENA LTDA;CLINICA SANTA HELENA COROA DO MEIO;;;M;;;M ;MUNICIPAL;4;36;49035100;MARIO JORGE MENEZES VIEIRA;2020;COROA DO MEIO;79 32161400;-10.9654939621;-37.0407718045;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13086053000380.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3000346;2803003000346;28;280300;13098181000182.0;PREFEITURA MUNICIPAL DE ITABAIANINHA;UBS ELVIRA FRANCISCA DE JESUS POVOADO PATU;;;M;;;M ;MUNICIPAL;4;2;49290000;POVOADO PATU;01;ZONA RURAL;(79)5442338;-11.2673058704;-37.7847290039;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;admsaudeinn@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3000591;2804803000591;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;CAPS AD ANA PITTA;;;M;;;M ;MUNICIPAL;4;70;49156108;RUA 26;S/N;MARCOS FREIRE I;(79)32543398;-10.8391490416;-37.0674070716;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;nossasenhoradosocorrocaps@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3001121;2800303001121;28;280030;13128780000878.0;SECRETARIA MUNICIPAL DE SAUDE ARACAJU;NUCAR NUCLEO DE CONTROLE AVALIACAO E REGULACAO;;;M;;;M ;MUNICIPAL;4;81;49036245;RUA NELY CORREIA;50;COROA DO MEIO;(79)3179-5000;-10.9479969;-37.0462997;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;0.0;0.0;;SIM
3010732;2803003010732;28;280300;13098181000182.0;PREFEITURA MUNICIPAL DE ITABAIANINHA;CENTRO DE SAUDE JOSE NAILSON MOURA;;;M;;;M ;MUNICIPAL;4;2;49290000;RUA JOSE MARIA COSTA;208;CENTRO;(79)5442338;-11.27603;-37.79065;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;pmitab@uol.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3010740;2803003010740;28;280300;13098181000182.0;PREFEITURA MUNICIPAL DE ITABAIANINHA;CLINICA DE SAUDE DA FAMILIA HORMINIO DE FREITAS LIMA;;;M;;;M ;MUNICIPAL;4;2;49290000;POVOADO POXICA;1;POVOADO POXICA;(79)35442338;-11.2794270185;-37.8512477875;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;pmitab@uol.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3010864;2806103010864;28;280610;13109756000115.0;PREFEITURA MUNICIPAL DE ROSARIO DO CATETE;UNIDADE DE SAUDE DA FAMILIA DR JOSE FERNANDES ARAUJO;;;M;;;M ;MUNICIPAL;4;2;49760000;AV HUMBERTO GOMES;01;CENTRO;(79)32741272;-10.6949572531;-37.0304274559;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smsrosariodocatete@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3012247;2804453012247;28;280445;13101308000175.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA APARECIDA;CLINICA DE SAUDE DA FAMILIA FIRMINO JOSE DA SILVA;;;M;;;M ;MUNICIPAL;4;2;49540000;POVOADO ITACOATIARA;S/N;ZONA RURAL;(79)4831205;-10.4483327779;-37.4754595757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smsnsa@ig.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3012255;2804453012255;28;280445;13101308000175.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA APRECIDA;UNIDADE DE SAUDE DA FAMILIA MARIETA ANDRADE SANTOS;;;M;;;M ;MUNICIPAL;4;2;49540000;POVOADO CRUZ DAS GRACAS;S/N;POVOADO;(79)998910515;-10.436137;-37.516757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smsnsa@ig.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3012948;2806803012948;28;280680;4859833000163.0;LABOCLINICA CENTRO DE DIAGNOSTICO LTDA;LABOCLINICA 2;;;E;;;E ;ESTADUAL;4;39;49525000;RUA PROFESSOR IVANILDE SILVA;S/N;CENTRO;(79)6312505;;;1.0;ATENDIMENTO SOMENTE PELA MANHA;4859833000325.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;SIM
3018938;2804803018938;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;US OTAVIANA MATOS;;;M;;;M ;MUNICIPAL;4;2;49152672;AVENIDA PRINCIPAL;S/N;MARCOS FREIRE III;;-10.8315883453;-37.0816415548;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;abasica.saude@socorro.se.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3018954;2804803018954;28;280480;13128814000158.0;PREFEITURA DE NOSSA SENHORA DO SOCORRO;US ANTONIO CARLOS LEITE FRANCO;;;M;;;M ;MUNICIPAL;4;2;49160710;TRAVESSA VASCO;S/N;SANTO INACIO;2106-7400;-10.9155039788;-37.1594524384;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;abasica.saude@socorro.se.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3036537;2803503036537;28;280350;5000601000118.0;SECRETARIA MUNICIPAL DE SAUDE LAGARTO;U B S BAIRRO JARDIM CAMPO NOVO;;;M;;;M ;MUNICIPAL;4;2;49400000;BAIRRO JARDIM CAMPO NOVO;765;JARDIM CAMPO NOVO;(79)36319621;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;sms@lagartosaude.com.br;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
3037878;2807603037878;28;280760;;CLINICA HOSPITALAR MONTEIRO LIMA;CLINICA HOSPITALAR MONTEIRO LIMA;;;E;;;E ;ESTADUAL;4;39;49260000;RUA DOMINGOS VENANCIO;79;CENTRO;(79)35461364;-11.3805381;-37.6623747;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5688489000150.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
3039811;2800303039811;28;280030;;OTOMED OTORRINOLARINGOLOGIA LTDA;OTOMED;;;M;;;M ;MUNICIPAL;4;36;49015230;GONCALO PRADO ROLEMBERG;211;SAO JOSE;79 32118833;-10.9194058502;-37.0544845306;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;3407373000170.0;administrativo@otomedse.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3042189;2800303042189;28;280030;;LAMAC LABORATORIO MEDICO DE ANALISES CLINICAS LTDA;LAMAC;;;M;;;M ;MUNICIPAL;4;39;49010390;LAGARTO;1298;CENTRO;;-10.9144400684;-37.0539063355;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13150875000111.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3043363;2804503043363;28;280450;;CLINICA VISAO LTDA;CLINICA VISAO;;;E;;;E ;ESTADUAL;4;36;49680000;AV LOURIVAL BATISTA;539;DIVINEIA;(79)4111097;;;1.0;ATENDIMENTO SOMENTE PELA MANHA;1693620000205.0;;2240.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
3044130;2800303044130;28;280030;;ORTHO ORTOPEDIA E SERVICOS S A;CLINICA ORTHO DAY HOSPITAL;;;M;;;M ;MUNICIPAL;4;62;49015230;AV GONCALO P ROLLEMBERG;230;SAO JOSE;79 32186824;-10.9248663366;-37.0531533008;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;2365918000160.0;ORTHO@INFONET.COM.BR;2054.0;1.0;0.0;0.0;1.0;1.0;1.0;;NAO
3044971;2804453044971;28;280445;13101308000175.0;MUNICIPIO DE NOSSA SENHORA APARECIDA;ACADEMIA DA SAUDE MARIA JOSELIA DE OLIVEIRA;;;M;;;M ;MUNICIPAL;4;74;49540000;PRACA ANTONIO BISPO;S/N;CENTRO;;-10.4425930138;-37.4887418747;1.0;ATENDIMENTO SOMENTE PELA MANHA;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3045862;2800303045862;28;280030;;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;CENTRO DE DIAGNOSTICO POR IMAGEM;;;M;;;M ;MUNICIPAL;4;39;49015330;ZAQUEU BRANDAO;674;SAO JOSE;79 32313177;-10.911;-37.072;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32901068000138.0;CENTRODEDIAGNOSTICO.SE@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0;NAO
3045943;2802103045943;28;280210;;MEDLABOR MEDICINA LABORATORIAL LTDA;MEDLABOR;;;M;;;M ;MUNICIPAL;4;4;49200000;CAPITAO SALOMAO;207;CENTRO;79 35226217;-11.2706239;-37.4392991;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5889071000100.0;MEDLABOR.SE@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
3047237;2800303047237;28;280030;;AGNUS DEI SERVICOS MEDICOS LTDA;CLINICA AGNUS DEI;;;M;;;M ;MUNICIPAL;4;36;49020010;GOV PAULO BARRETO DE MENEZES;888;TREZE DE JULHO;79 32463543;-10.9312673768;-37.0479437757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32879595000193.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3047245;2800303047245;28;280030;;JMR VIDEO CIRURGIA LTDA;JMR VIDEO CIRURGIA LTDA;;;M;;;M ;MUNICIPAL;4;36;49026010;MINISTRO GERALDO BARRETO SOBRAL;2131;JARDINS;79 32492484;-10.9493938529;-37.0648680622;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;1869200000148.0;consupercont@hotmail.com;2240.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3047628;2803403047628;28;280340;13115910000161.0;PREFEITURA MUNICIPAL DE JAPOATA;UNIDADE DE SAUDE DA FAMILIA MANOEL CALDAS DE SIQUEIRA;;;M;;;M ;MUNICIPAL;4;2;49950000;POVOADO LADEIRAS;S/N;ZONA RURAL;(79)3348-1069;-10.36041;-36.758551;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;secsaudejapoata@hotmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3047962;2804503047962;28;280450;13113626000156.0;MUNICIPIO DE NOSSA SENHORA DA GLORIA;UNIDADE PROVISORIA DE FISIOTERAPIA;;;M;;;M ;MUNICIPAL;4;36;49680000;AVENIDA OESTE;78326;NOVA ESPERANCA;;-10.21292;-37.42444;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
3048039;2803503048039;28;280350;13124052000111.0;MUNICIPIO DE LAGARTO;CLINICA DE SAUDE ALTO DA BOA VISTA JAILTON DA MERCEARIA;;;M;;;M ;MUNICIPAL;4;2;49406566;RUA BIE DE PATRICIO DO NASCIMENTO;385;ALTO DA BOA VISTA;(79)36319620;-10.9097572309;-37.6862812042;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;sms@lagartosaude.com.br;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
3048160;2803603048160;28;280360;13120613000104.0;PREFEITURA MUNICIPAL DE LARANJEIRAS;UNIDADE DE SAUDE DA FAMILIA VER NICANOR SOUZA;;;M;;;M ;MUNICIPAL;4;2;49170000;RUA G;001;COMANDAROBA;;-10.8065919048;-37.1792417765;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude.laranjeiras@bol.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3049833;2800203049833;28;280020;13000609000102.0;PREFEITURA MUNICIPAL DE AQUIDABA;CAPS I ESPERANCA;;;M;;;M ;MUNICIPAL;4;70;49790000;CONJUNTO EURICO II RUA A;S/N;CENTRO;(79)3411397;-10.292518;-37.02218;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude.aquidaba@bol.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3050211;2800303050211;28;280030;;CLINICA DERMATOLOGICA E MEDICINA ESTETICA LTDA;DERMOMED;;;M;;;M ;MUNICIPAL;4;22;49020320;RUA CONSTRUTOR JOAO ALVES;37;SAO JOSE;;-10.9261791367;-37.0505777603;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;75395000191.0;;2240.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3057437;2800303057437;28;280030;;LABORATORIO DE PATOLOGIA E CITOLOGIA LTDA;LABORATORIO DE PATALOGIA E CITOLOGIA;;;M;;;M ;MUNICIPAL;4;39;49015400;STANLEY SILVEIRA;33;SAO JOSE;;-10.9238908;-37.0547612;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32805152000158.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
3057887;2804603057887;28;280460;;CLINICA NOSSA SENHORA AUXILIADORA;CLINICA NOSSA SENHORA AUXILIADORA;;;M;;;M ;MUNICIPAL;4;36;49600000;PRACA JAIME FIGUEIREDO LIMA;169;CENTRO;(79)2651299;;;1.0;ATENDIMENTO SOMENTE PELA MANHA;2703368000141.0;gclinossa@ad.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;NAO
3057909;2807403057909;28;280740;13119300000136.0;PREFEITURA MUNICIPAL DE TOBIAS BARRETO;CAPS CLARIDADE;;;M;;;M ;MUNICIPAL;4;70;49300000;RODOVIA GOVERNADOR ANTONIO CARLOS VALADARES;S/N;CENTRO;(79)5411301;-11.167494835;-38.0078351498;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smstb@ig.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
